timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1674297011771,350,/review-product,200,OK,Distributed Load Test 1-12,text,true,,19163,179,2,2,https://api-staging-builder.engineer.ai/configurations,335,0,0
1674297011832,359,/dicovery-personalized-ads,200,OK,Distributed Load Test 1-14,text,true,,19163,179,2,2,https://api-staging-builder.engineer.ai/configurations,345,0,0
1674297012122,389,/discussion,200,OK,Distributed Load Test 1-12,text,true,,19156,179,3,3,https://api-staging-builder.engineer.ai/configurations,370,0,0
1674297012192,339,/official-store,200,OK,Distributed Load Test 1-14,text,true,,19163,179,3,3,https://api-staging-builder.engineer.ai/configurations,323,0,0
1674297012512,319,/merchant/product,200,OK,Distributed Load Test 1-12,text,true,,19163,179,2,2,https://api-staging-builder.engineer.ai/configurations,300,0,0
1674297012372,1068,/topup,200,OK,Distributed Load Test 1-16,text,true,,19156,179,1,1,https://api-staging-builder.engineer.ai/configurations,809,0,512
1674297013441,340,/dicovery-diskon,200,OK,Distributed Load Test 1-16,text,true,,19163,179,1,1,https://api-staging-builder.engineer.ai/configurations,322,0,0
1674297013780,338,/dicovery-personalized-ads,200,OK,Distributed Load Test 1-16,text,true,,19156,179,1,1,https://api-staging-builder.engineer.ai/configurations,335,0,0
1674297014119,375,/official-store,200,OK,Distributed Load Test 1-16,text,true,,19163,179,1,1,https://api-staging-builder.engineer.ai/configurations,352,0,0
1674297014495,314,/list-product,200,OK,Distributed Load Test 1-16,text,true,,19156,179,1,1,https://api-staging-builder.engineer.ai/configurations,301,0,0
1674297014810,410,/list-merchant,200,OK,Distributed Load Test 1-16,text,true,,19163,179,1,1,https://api-staging-builder.engineer.ai/configurations,396,0,0
1674297015221,331,/detail-product,200,OK,Distributed Load Test 1-16,text,true,,19156,179,2,2,https://api-staging-builder.engineer.ai/configurations,313,0,0
1674297015552,320,/promo,200,OK,Distributed Load Test 1-16,text,true,,19163,179,2,2,https://api-staging-builder.engineer.ai/configurations,308,0,0
1674297015873,316,/review-product,200,OK,Distributed Load Test 1-16,text,true,,19156,179,2,2,https://api-staging-builder.engineer.ai/configurations,301,0,0
1674297016190,340,/discussion,200,OK,Distributed Load Test 1-16,text,true,,19163,179,2,2,https://api-staging-builder.engineer.ai/configurations,310,0,0
1674297016532,317,/merchant/product,200,OK,Distributed Load Test 1-16,text,true,,19156,179,2,2,https://api-staging-builder.engineer.ai/configurations,299,0,0
1674297015369,1720,/topup,200,OK,Distributed Load Test 1-19,text,true,,19156,179,1,1,https://api-staging-builder.engineer.ai/configurations,1455,0,1132
1674297017090,322,/dicovery-diskon,200,OK,Distributed Load Test 1-19,text,true,,19163,179,2,2,https://api-staging-builder.engineer.ai/configurations,313,0,0
1674297017413,343,/dicovery-personalized-ads,200,OK,Distributed Load Test 1-19,text,true,,19156,179,2,2,https://api-staging-builder.engineer.ai/configurations,332,0,0
1674297017757,323,/official-store,200,OK,Distributed Load Test 1-19,text,true,,19163,179,2,2,https://api-staging-builder.engineer.ai/configurations,306,0,0
1674297018081,369,/list-product,200,OK,Distributed Load Test 1-19,text,true,,19156,179,3,3,https://api-staging-builder.engineer.ai/configurations,345,0,0
1674297017367,1112,/topup,200,OK,Distributed Load Test 1-21,text,true,,19163,179,3,3,https://api-staging-builder.engineer.ai/configurations,857,0,515
1674297018451,328,/list-merchant,200,OK,Distributed Load Test 1-19,text,true,,19169,179,3,3,https://api-staging-builder.engineer.ai/configurations,314,0,0
1674297018480,330,/dicovery-diskon,200,OK,Distributed Load Test 1-21,text,true,,19163,179,3,3,https://api-staging-builder.engineer.ai/configurations,310,0,0
1674297018780,344,/detail-product,200,OK,Distributed Load Test 1-19,text,true,,19162,179,3,3,https://api-staging-builder.engineer.ai/configurations,317,0,0
1674297018811,338,/dicovery-personalized-ads,200,OK,Distributed Load Test 1-21,text,true,,19163,179,3,3,https://api-staging-builder.engineer.ai/configurations,320,0,0
1674297019125,324,/promo,200,OK,Distributed Load Test 1-19,text,true,,19163,179,4,4,https://api-staging-builder.engineer.ai/configurations,317,0,0
1674297019150,324,/official-store,200,OK,Distributed Load Test 1-21,text,true,,19163,179,4,4,https://api-staging-builder.engineer.ai/configurations,316,0,0
1674297018368,1121,/list-product,200,OK,Distributed Load Test 1-22,text,true,,19163,179,3,3,https://api-staging-builder.engineer.ai/configurations,858,0,532
1674297019450,341,/review-product,200,OK,Distributed Load Test 1-19,text,true,,19156,179,3,3,https://api-staging-builder.engineer.ai/configurations,335,0,0
1674297019490,315,/list-merchant,200,OK,Distributed Load Test 1-22,text,true,,19156,179,3,3,https://api-staging-builder.engineer.ai/configurations,303,0,0
1674297019792,322,/discussion,200,OK,Distributed Load Test 1-19,text,true,,19162,179,3,3,https://api-staging-builder.engineer.ai/configurations,302,0,0
1674297019805,335,/detail-product,200,OK,Distributed Load Test 1-22,text,true,,19163,179,3,3,https://api-staging-builder.engineer.ai/configurations,325,0,0
1674297020140,316,/promo,200,OK,Distributed Load Test 1-22,text,true,,19156,179,3,3,https://api-staging-builder.engineer.ai/configurations,300,0,0
1674297020115,354,/merchant/product,200,OK,Distributed Load Test 1-19,text,true,,19156,179,3,3,https://api-staging-builder.engineer.ai/configurations,341,0,0
1674297019369,1120,/topup,200,OK,Distributed Load Test 1-23,text,true,,19163,179,2,2,https://api-staging-builder.engineer.ai/configurations,849,0,528
1674297020457,334,/review-product,200,OK,Distributed Load Test 1-22,text,true,,19163,179,2,2,https://api-staging-builder.engineer.ai/configurations,316,0,0
1674297020490,320,/dicovery-diskon,200,OK,Distributed Load Test 1-23,text,true,,19163,179,2,2,https://api-staging-builder.engineer.ai/configurations,302,0,0
1674297020791,337,/discussion,200,OK,Distributed Load Test 1-22,text,true,,19156,179,2,2,https://api-staging-builder.engineer.ai/configurations,317,0,0
1674297020810,370,/dicovery-personalized-ads,200,OK,Distributed Load Test 1-23,text,true,,19163,179,2,2,https://api-staging-builder.engineer.ai/configurations,353,0,0
1674297021129,341,/merchant/product,200,OK,Distributed Load Test 1-22,text,true,,19163,179,3,3,https://api-staging-builder.engineer.ai/configurations,319,0,0
